text	category
 Idakide vannu nokiyilang oru samadhanam illa	unknown_state 
 My favorite actor surajetaan  dhamu annan fans like adik	unknown_state 
 Oru rakshyum illatha trailer Trailer ingane aanenkil movie eganeyayirikkum mass aayirukkm	Positive 
 ഇക്കാ ഫാൻസ് like button adichu polikkedaa	unknown_state 
 Lalettante katta fan aanu njan all the best laletta	Positive 
 Ithenthu killichundan mambazhama.... ithokke namude raju ettanu koduthal pollichadukiyene..	Negative 
 Padam poliyum ennu urappayi. Rajadhi Raja enna thara padam pole.	Negative 
 Ithu polikkum urappa...kidu..... Prithvikoodi undaavanamennu aagrahikkunnu... By a lalettan fan	Positive 
 Innu urangaathe naalayavan veendi wait cheyyunnavar	unknown_state 
 Mol marikkunnu enn traileril ninn manasilakum	unknown_state 
 teaser erakune munbe 1.4 dislike..  enthina enn manasilayaila...	Negative 
 Entammoooo lalettan clean shave look maarakam katta waiting for odiyan ettan daaaa	Positive 
 Perunnalinu biriyaniyum selfiyu palliyil pokkum unda trailarum aaha andhass	Positive 
 Versatile Star Jayasurya  Mass kaa baap  pwoli item loading.......	Positive 
 Rajuvetta katta waiting for Lucifer	Positive 
 How Ande PONNO RameshPisharadi Pani Padichu Varunnud  Samvidhanam Anna Pani Ee kanichathinel Nannayal Mathiyayirunnu Ee Cinima	Mixed_feelings 
 Sooragetta poolichutoo last dialogue epic	Positive 
 Vivek Oberoikku best villainte award koduthillengilanu!	unknown_state 
 mohanlal fans from tamilnadu please make him mega movie release in tamil at same relese date	not-malayalam 
 last vanna chullan chekkante peronnu paranju tharuvo....	unknown_state 
 trailer kandu full comedy aanannu manasilakkivar evde come on	Positive 
 chutiya kam banaya karo ...yhe TOH ka trailer hai	not-malayalam 
 Katta mammokka fans like buttonil power kanikku Trailer polichu	Positive 
 odiyan thulapichu myran V A Sree kumar kopan poda	Negative 
 November 21 avan kathirikunnavar like adich pwolikk🥰	Positive 
 Pullikaranstaraa.best actor ee randu padangalude oru mix ayi thoni	Mixed_feelings 
 Padam irangum munpae 6 M adikum ennu thonnunavar adi like	unknown_state 
 Idi vetti mazha peytha oru feeling..🥳	unknown_state 
 madhura raja trailerinu surya fansinte ashamsakal	Positive 
 13 days to go oooo odiyan....	not-malayalam 
 Age is no matter  ikka legend	not-malayalam 
 Ethentha (Telugu movie)vikranadithya Malayam version ano	unknown_state 
 Prithviraj ne kandupidichavar like karo..	unknown_state 
 Jayasuriya Vijaya Babu Combination After Aadu Movie.	Positive 
 Eanth oola trailer korch kanji eadukkattee🤣🤣	Negative 
 Ee cinema ethayalum mammukaude blockbuster movie ayyirikum.100%	Positive 
 Ikka Ishtam  Ikka Fans oru like	unknown_state 
 Asif ikka ye screen il kaanan katta waiting..	Positive 
 Illuminati kurichu arinjitt trailer kanan vannavar .. ingot comon	unknown_state 
 Dec 12 onn akan etra nalay waiting anu	Positive 
 ikka vannu makkale . iniyanu kaliyude idiyude vedi pooram	Positive 
 Best actor poloru movie expect cheyunnu	unknown_state 
 Mohanlal or Rajnikanth ? Mohanlal - Like Rajinikanth - Comment	not-malayalam 
 Polichu trailer mass padam marana mass aarikkum urapp	Positive 
 Katta waiting. Nalla padamaanennu thonnunnu.	Positive 
 Laletta nalla cinemaye language loode illathakkalle njangalkku sada language mathi	Negative 
 real fansinu kuru potti tudangi 1.4k dislikes	Negative 
 Kerala police friends undel ivide kodu oru like......	unknown_state 
 Muruganae kolan stephen thanae vendi vannu enn urapp ulavar like adich pwolik.	unknown_state 
 Kalipp look and katta kalipp trailer.. blood boil moment	Positive 
 lucifier onnum onnum alla  eth raja da	Mixed_feelings 
 Mattoru DHRISHYAM...  aakum..  Aakattey..  Athinte soochana trailer il und	Positive 
 ThazheVettoor Government school Varkala ullavar aarenkilum undenkiluu koduuu LIKE adiii	unknown_state 
 Kidilolkidilam item. Katta Waiting For Odiyan	Positive 
 1:02 ... idakk pulimurugante bgm pole varunnu	Mixed_feelings 
 What a  making	not-malayalam 
 Katta waiting  By a katta ettan fan	not-malayalam 
 Indhrans fansinte ellaa aashamsakalum supportum!!! Pwolikku makkale!!!!!	Positive 
 Cinema kandittu trailer kanan vannavar adi like	unknown_state 
 Kerala's Golden Film... Lalettan is MONSTER	not-malayalam 
 Athra thavana kanditum madip thonunile oru rekshym ile super	Positive 
 Waiting for Hindi	not-malayalam 
 Endhokke aayirunnu malapuram kathi.kozhikode aluva	Negative 
 Next blockbuster from mammukka and prithviraj.	not-malayalam 
 Valluvanaadi ne poole aavan Oru Range venamedaa	Positive 
 Pwli oru rakshyum illa muthaa ikkaaa	Positive 
 Report adikkunna lallunnikalle pokkooo vella panni eduth jeebikkedaaa	Negative 
 prayam koodum thorum cinema adipwoli akukayanallo	Positive 
 Ikkakkaano! ettanaano!  kooduthal view&like ulle enn nokkaan varunnavar ivde oru lyk idu.... 🤗	Positive 
 Time 3.45AM  kaanan vannavar undooo	unknown_state 
 Ente ikka oru rakshem Ulla	Positive 
 Eee trailer 3M+adikoon ullavr evidae like	unknown_state 
 3 million viewers hit like lalettan fans	unknown_state 
 Bgm okke powli.... But poster kond undakiya oru roomajam teaserinu tharaan kazhinjilla..... Endhokayo suspence und enn manasilayi......... Waiting	Mixed_feelings 
 Last dialogue.... oru rakshem illla... .... Asoooya verum asoooya.... Sontham naadine vittukodukunna kali illa enth vannalm...	Positive 
 Athu ___ Makkladaa ee jathi iteamsoka dislike cheyyunaaa.... Raju vs Lalu...	Negative 
 ithil mammookkayude mukavum shabdhavum mathrame ullu  body mattarudeyo annennu thonnunnu  entho evideyo ....	Mixed_feelings 
 Madhura Raja ....Pokkiri Raja....Rajadhi Raja...Bellaadi Raja Raja Always Mammookka Da	Positive 
 Nenga tamil pesura azhagu irukke vera level	not-malayalam 
 First show ente koode arokke varum	unknown_state 
 Pani Ariyavunaknd thanneya pidichu nikune .. 🥰 oru family feel good movie koodi vrununde ...   Happy Birthday  Mammooka	Positive 
 Entha oru enegy nammude daddy girigayum undu ithu polikum	Positive 
 5 million  aakum ennu urappullavar like adik	unknown_state 
 Ithrayum pratheekshichillaaa. Ikkayude pilleru tripple allaa 100 madangu strong aahhh	Positive 
 Ith polikun Nighal ath parayunnu Polikumo illayo Polikum akil like cheyu	Positive 
 Mammootty Tamil pesuraru and tamil actor namba jai irukaru avarum Tamil pesuraru idha pathu happy aanavanga like pannunga	not-malayalam 
 Ithu tamil oke kand kazhinna scene anallo bhai..	unknown_state 
 Innu ravile vare 181k likes..ippo varum 121k likes..🤔	unknown_state 
 Vivek obroi kku sound koduthathu vineeth aano ??	unknown_state 
 Ennikku aa 30 kollatte charithram ketta matiye....	unknown_state 
 Surajanenn trailer pakuthyethiyappo mathrame manassilayullooo... surajettan pwoli	Positive 
 Ente entra Kali kandittullavananu nii	unknown_state 
 Lusifer oniladhigam kanubol lagadikumpole enalum kolam	Mixed_feelings 
 Teateril poi kanan katta waiting ayavar like adiche.. ikka ishtam	Positive 
 Repeat adich kanunnever ivde like adik	unknown_state 
 1:34 il Prithviraj ine kandavar like adikku...	unknown_state 
 18am Padi   Ikka phritviraj	unknown_state 
 Ntemmo... Romam eneett ninn dance kalikkunn.. Rajaaaa return	Positive 
 entammo romanjaam romam ezhunettu nikkunnu . enna trailara laletan marana mass	Positive 
 Ente ponnuu dileepetta trailer polichu ikkayude aniyanu dileepettanu vijayashamsakal nerunnu dileepettan peruthishtam ikka uyir	Positive 
 Erangana mumb 285 dislike ejjayi mayrol	Negative 
 Raja Returns  രോമാഞ്ജിഫിക്കേഷൻ	unknown_state 
 Padam verum oru below average Lucifer like oombiya Padam aakum enn orappullavr c'man!!!!	Negative 
 Ithu polichuuu ..   Tovinoo .. Broii .. I m also a ichayan of mii kalla kochu .. .	Positive 
 Ee 2019 enna varsham Maamookkant thanne aan	Positive 
 Dislike adichavarkk enthe naduviral namskaram	Negative 
 Likes koodeettum Views 462k yil stuck aayi kanunnavar ivde come on	unknown_state 
 Film kaanan trill adichu nilkkunnavar like	unknown_state 
 Ithu kandappol uru pazaya commissionere oorma vannavarundo	unknown_state 
 HD irangiyitum trailer kaanunnavar ivde like adii	unknown_state 
 Trailer kollam but movie flopp aavum	Mixed_feelings 
 Egadhessam... Pulimurugan model thonniyavar അടിക്ക് മോനെ like	unknown_state 
 Ethra kodi kittiyalum illellum nalla film aayal mathiyaayrunnu	Positive 
 ipozhe 48 unlike samshayam illa bengalikal thanne	unknown_state 
 Six pack  episode1 || malayalam fitness tips ||  2	not-malayalam 
 IDI film orma vannath enikk mathram ano ?	unknown_state 
 2.7 k dislikes irangunnadinu munne thanne vannalloooo	Negative 
 Pirates of the Caribbean .. Peru maati ettal aalkar chilappol like adikkum..  Aale pattikkan eniyum engane nalla nalla teasers pratheekshikkunnu.	Negative 
 1:39  That Superman​ PUNCH	not-malayalam 
 Ee Trailer Njan Thaetril Kandappo Ennaa Feelaan! Tovino Achayan Ishtam!	Positive 
 Veendu veendum kaanunnavar like adi	unknown_state 
 Ippozhum repeat adich kanunnavar ivdey like ikka🥰	Positive 
 Ikka katta fans like here 🤩	unknown_state 
 THIS DEAL IS WITH AN DEVIL	not-malayalam 
 aarokke first  showkk pokum ? fdfs arokke like adikk  🤔🤔????	unknown_state 
 movie kk fuljar soda nte taste	unknown_state 
 immathiri item ellam abhrapaliyil kananamenkil innum ee arupathiyettukaran orungiyiranganamennathu enthoru virodhabhasamanu #proudofyou mammookka	Positive 
 Late a vanthaalum latest a varum	not-malayalam 
 Mamoookaaaa massssss.....uff rakshayillaaaa...ikka ennum mass ka bapp	Positive 
 Raja sollaratha thaan seivaan seiyratha mattum thaan solluvaan thalavaaaaa...mammutty.....  #tamil hit fans......	not-malayalam 
 Otta peru MAMMOOTY  എജ്ജാതി bgm kodoora mass Apo eidum abrahaamin	Positive 
 ikka ennum top lanu one and only raja	Positive 
 #brothersday yil prithwiraj sukumaran #LAD il mallika sukumaran #ittimaniyil late sukumaran This onam polikkum	Positive 
 Raja varunath veruthe pokan alla..  Mammookka fans adi like	unknown_state 
 vere vella panikk poda..nayinte mone....thantha kelava...lalettante myr nakkan polum anne kond pattillada pooraaaa...	Negative 
 Nannayi varatte . Manassil niranja Ashamsakal	Positive 
 Ente ponnu mammokka ningalekkondu oru rakshayumillallo	Positive 
 Dislike cheyyan kore ennam irangiyittund...	Negative 
 Ikkaykk lalettan fans inte vaka oru adipoli wish	Positive 
 Viswosichu koode varunnavare jeevan koduthayalum samrakshikkum...	unknown_state 
 Rajetta ithreyum pratheekshchillaa.... kidu feel... romaanjam. Ithu pwolikkum	Positive 
 Trailer poli.   pakshe..... Copy sundar sherikkum copy aanenn sammadichu	Mixed_feelings 
 Onne parayanollu eee prayathil eemathiri role athu mamookakkalathe arkuu pattum	Positive 
 Sidhikinte katta roll njan maathranoo shradhichath.....	unknown_state 
 Mamangam ikka ithre vendu katta waiting	Positive 
 5k dislikes	not-malayalam 
 Ee haters vann dislike adichalum 240k like und makkale..	Negative 
 Engane unlike cheyyan thonnanu....ee kanikkunath Kerala police nte motham avasta aanu .....	Negative 
 We r waiting 4 stephen nedumumpalli.lalettan rajuvettan combo mooshamaavilla yennariyaam. Trailer polich	Positive 
 Real Historic Films + LEGENDARY MAGICAL ACTOR #MAMMOOTTY   =  #MAMANGAM Super-Duper Multi-Mega HIT	not-malayalam 
 laletta oru raksha illaa all over super annu.. thanks to prithvi	Positive 
 Theme doom patrol le pole undallo	Mixed_feelings 
 Ente ammo kidilol kidilam. Oru raksha illa. Prayathe vellum veeran	Positive 
 Poyi paranjekku baapa vannitundennu.... Dubailnu... King derick is on hunt....	unknown_state 
 Ithu kandittu eganna unlike addikan thothuthooo avoo🤔	Positive 
 veruthe alla neerali kandam vayi odiyath	unknown_state 
 Ninga polik ikka namma undu koode......alla pinne..	Positive 
 all the best laletta and rajuvetta..from ALLUARJUN FANS	not-malayalam 
 Big B 2aano ettu kanditu atakana vari	unknown_state 
 Itu kandappo roomancham vannavar like adi	unknown_state 
 Asoooya thonua ikka...  Ikkka nigalu Maass aanu	Positive 
 Innaleyaaane kandath super Padam..... ellarum famlyaaayi poyi kanan super abinayam	Positive 
 Masss katta waiting Ikka rajuettan fans	Positive 
 Ente ethra kali kandittullatha nee odukathe ee kalikoodi kannu romanchification  ooo odiyan odi odi odiyan	unknown_state 
 Dislike adicheverk oke ente vaka Nadu virel  pranamem	Negative 
 2019 eattande um ikkade um thanne anu makkale....	Positive 
 ikka fansum onnu kandu sahakarikanam ennu abhyarthikkunnu	Positive 
 2019 Mammokka angeduthunnu parayan paranju.	Positive 
 Body 68 vayassulla oru manushyan	unknown_state 
 Jeevathod chernn nilkunna padangal aanu lalettanum mammokkayum cheyyendath... waiting lalattan fans	Positive 
 Ithonnil kooduthal kandavar undengil adi machane oru like	unknown_state 
 Sahoo movie BGM copy pole undallo 🤔🤔🤔	Mixed_feelings 
 HISTORY OF PAIN HISTORY OF HOPE HISTORY OF AN ERA  HISTORY OF THE BRAVE	not-malayalam 
 Mamankam release November -21  4 languages   1- Malayalam  2-Tamil 3-Telugu  4-Hindi	not-malayalam 
 Padam kaanan kaziyatha sangadathil trailer  kanunna njan	unknown_state 
 Unniyettan Polichuu.Unni Mukundan Fans Like Here	Positive 
 Padam kanan pokunnathinu munp onnukoode trailer kanan vannath aarokke	unknown_state 
 Ee padathien ethra Kali aaiiyalum mammuni enn parayunna nadante oru padathinum ithinte collection record thakarkan pattitila...nthin pakuthi polum ilaaa	Negative 
 I love Mammookka.  Love from Telangana.	not-malayalam 
 200k like ayo ennu nakkan vannar like	unknown_state 
 Ithinthe like kurayunnund kurachu mumb 184k undaayirunu ippol 117k ullu enthaa sambavam	unknown_state 
 Adi poli ini relees aayal mathi	Positive 
 Etan just nailed it..Raju etta hats off	not-malayalam 
 ethil pritvi kanum en manas parayunnu	Positive 
 Superb ikka njn oru ettan ഫാൻ	Positive 
 eth theatre allaam onn  kulukkum	Positive 
 Sunny chachi ne kaanan trailer kandavar like adi	unknown_state 
 sala lucifar matalb kya hai jante hu oska matlab saitan	not-malayalam 
 Rajuettan making super...ini padam koode super hit aya mathi	Positive 
 KATTA WAITING  ////./../// FOR  LALETTANSZZZZ MAGIC.....	Positive 
 Ente ponno oru rkshayum illa	Positive 
 1 divasam 3l kudutal tavane kanunavar arokke und	Positive 
 Ipolum trailer kanan vannavar like adikk	unknown_state 
 Peranbu Anpoodu  amudhan	unknown_state 
 Any Tamil person after seeing title?	not-malayalam 
 Padam release aytt arengilum trailer kaanunnundo	unknown_state 
 Mammukka ningale kurich onnum parayanillaa ith enthe avasanathe vakkaaa  storong 999	Positive 
 Mohanlal fans and ikka fans like here	not-malayalam 
 ലീഡർ K മുരളീധരൻ fans like here	unknown_state 
 Idoru unddaaa padam thanne avum 🤣🤣🤣🤣	Negative 
 Ente ponnikka ingal enna monj aane	Positive 
 November 6 num vann nookunnavar undo🤔	unknown_state 
 Njan our ikka fan anuu paksha odiyan mass a  Like adii	unknown_state 
 Prithwi rajine kanan vendi trailer slow motionil kandavar like adi	unknown_state 
 No words dileepettaaa... best actor and janapriya nayakan beautiful trailer	Positive 
 L2  EMPURAN LOADING SOON..KALLI THEERNILLA MAKKALLE .	Positive 
 Best actor film ഒരു കഥ പോലെ	unknown_state 
 4 million aayonn nokkan vannavar like adikk	unknown_state 
 All Kerala mammooty fans anangill ADI ORU like	unknown_state 
 Mohanlal fans nu like addekannulla sthallam	unknown_state 
 Prayaththe vellunna meyazhakkam ulla nadanan megastar.prayam marannulla aareyum athishayippikkunna actions aan enikk eetavum kooduthal ishtappettath	Positive 
 Enna.....or kidilan bgn aanu.. ith polikkum	Positive 
 vndum vndum kanan njanum und ettan	Positive 
 E trailer kndapoi.... Ethra perkku kgf padam ormma vannu	Mixed_feelings 
 Ithu oru poli polikum മാസ്സ് item	Positive 
 Appo engane pullaare... Pwolikuvalle	Positive 
 Charithra purushyan  Living legend  Mahanadanam Megastar mammootty	Positive 
 mammootty aa name mattum pothum !	not-malayalam 
 Chettatharam kanich... App upayogich dislike adichavarod	Negative 
 You tube hang ayo ??? 34K views change avunnilalo 🤔🤔🤔	unknown_state 
 Hindi movie Newton inte vere version aano 🤔🤔.	Mixed_feelings 
 Nammude kuttikale karotteku pagaram kalari padipkunnathalle nallathu.athalle nammude parambaryam..	unknown_state 
 Kasab filmil Mammooty ye matti Tovino akiya pole ondu Telugu Padam pole	Mixed_feelings 
 I am bangali double kundi mohannlal	Negative 
 Eee cinema kanan pokan thonnunnavar like adi.	unknown_state 
 Movie kanditt evide vannavar like	unknown_state 
 Oro thavana kanumbozhum romanjam ikkaaaaa	Positive 
 Action  scene itra manoharamai chaiyyan unniyettane kazhinje ollu bakki ellarum.......chettante carrier best aayirikkum ChandrothPanickar enna kadhapatram...waiting	Positive 
 Inspired from Jo Jeeta Wohi Sikander?	not-malayalam 
 Lad kondupoyi  laletta onam !!sorry	Mixed_feelings 
 Kidu item myrole...onnum parayanilllaa....adipwoli...fdfs.    Lockeddd .ikkkkkkkaaaa loveee uuu	Positive 
 Edk edk etraa likes ayi enn nokaan verunavar ivide like cheyyu	unknown_state 
 Dislike adikkan thanthaku munp undayavanmar vannallo	Negative 
 Adipowli trailor rajuvetta ettane powerful eyes ela seenillum	Positive 
 Rajayum rajede pillarum stonga tripple strong	Positive 
 Njan idehathinte padam kaannilla	Negative 
 Mammootty ..  പ്രായം 68  Mamangam Trailer..🤞  Vere.. vere..Vere level	Positive 
 Nalla kidilan trailer. nalla oru family entertainer aanenu thonnunu	Positive 
 Pazhassiraja sharathkumar polichath pole mamankam unnimukundanum polichadukkatte.... Fit body yaar	Positive 
 Poli ploi nte ponno romanjam	Positive 
 samajh me nahi aya par dekh kar achha laga!	not-malayalam 
 ethinu okkae dislikes adicha Prajanda kunju ghalae nighalkku uluppundo.	Negative 
 Athiradi mass aaan ippol thonuva chilarude realease onnum mattandayirunnu enn oru olathin	Positive 
 35 minutes...watched 5 more times...Stephen nedumpalliyude kalikalkku waiting...	Positive 
 Poli......poli....super ikka poli super double super	Positive 
 Ethenna pottan kaliyo idhano big budget cenimede dialoge	Negative 
 Madhuraraja 500 cr kerumenn urappullavark like cheyyanulla comment	unknown_state 
 Padam mass verum mass alla kola mass	Positive 
 Padam kand hype adich trailer kanan vannavar like adichey nokkattey	unknown_state 
 njan oru katta ettan fan pakshe ikkayude ee unda pollikkum	Positive 
 ikka fan aahn but trailer vijrcha atra vannilla . cinema endhayalum polichadukum enn viswasikunnu	Mixed_feelings 
 Poli trailer Dislike motham mohanlal fans ayirikkum	Negative 
 Kuduthal thavaana kanannu thunnuna padam annu oru rakshayum illa polliwchu	Positive 
 Ithano trailer oru dialogue polum illa ekkaude. Ullath kurach perum oru vettum	Negative 
 November randam theeyathiyum kaanunnavar like adik	unknown_state 
 Which is better trailer Like__Under wold Comment__ helen	unknown_state 
 Ikkante trailerlum polichu. lalettante trailer polichu.we vacation adipoliyayirikum.	Positive 
 ikka mass alle.lalettan fAns kude ondu	Positive 
 angana pritviye kanan 5 july	Positive 
 I'm from karnataka yash boss fan  Waiting for movie in karnataka	not-malayalam 
 release polum akata 1.9k dislike adum kanata pokaruth ..  aa valya manass	Negative 
 Idhanu njanga paranja nadan ivananu NADAN  #mammootty	unknown_state 
 Lalettan Lucifer pwolich.... aduttat Mammookka de Madura Raja.... malayalatile 2 megastars	Positive 
 Kandu pinnum kandu veendum kandu sheham kandu ippol kandu ithu kazhinuu kandu	Positive 
 Oru Adaaar Item  Ikka pwolikkum Marana Maaasssssss	Positive 
 Padam. Kandu kazhinit trailer kaanan vannavar ivide like adi	unknown_state 
 Nde ponnu idivitte powlich adachu adichu powlikkeda makkale mammoooka	Positive 
 Oru narasimham usthad okke orumich kanda oru sughm kittyy... kuliroodu kuliru... laaleettaa... raju... no rekshaa... iniyum kaanan thonnunnavr like	Positive 
 Mohanlal Tamilnadu fan's  like here	not-malayalam 
 6k likes kudi kittyal jimikki kammal song 100m aakan pattum.. Laletan fans vijaricha ethan pattana onnanu...	unknown_state 
 Nale keralthil box officinte maranam ayirikum....ikkanteyum pillarudayum vaka....	unknown_state 
 Eganegilum 12 aam thiyathi aaya mathiyaayirunnu katta waiting	Positive 
 1:13  makeup illatha baby chechi...	unknown_state 
 100k like in one hour	not-malayalam 
 Muzhuvan ipo kanikunila. Baki theatril kanaam	unknown_state 
 Tovino as Rahul Gandhi Manju Warrier as Priyanka Gandhi Look like that Murali Gopi brilliance	not-malayalam 
 Comment vaayichathu kondu video sradhikaan pattiyilla..athond Veendum kandu ..ippo VeendumIni ethra vettam kaanumenn dhaivathinu ariyaam    Edits:- ikka uyir	unknown_state 
 LALETTAN IS THE KING OF MALAYALAM MOVIES......	not-malayalam 
 Veendum veendum Vann kaanunnath njan maathramaano	Positive 
 2:05 Dileep de aniyan paranjathu... chettan purathiragittu njangal pani thudangum	unknown_state 
 17k views 104k like how's it	not-malayalam 
 Enthaylum... Oru adaar feel undu... Tamil look	Positive 
 68 tikayunna youthanu veendum oru perunnal sammanam prisharadi vaka..	Positive 
 Pwoli trailer sunny chechiii istam ikka jeevanaanu	Positive 
 padam hit.....pani ariyavunnavar film pidichal trailer kandalum goosebumps varum	Positive 
 Mammuka polikum mammukaye ishttamullavar like adii	unknown_state 
 L.. Prithviraj  lalettanilude oru adaar item thanne kond vanno...	Positive 
 karikkele lolattenem lalettenem  eshtamullavar like adi	unknown_state 
 Adipoli trailer movie kanan wi8ing. oru psycho indannu prathishikaam	Positive 
 Ikka fan aanne  Ennalum parayuva kolakolli item	Positive 
 Puli ooodu kandam vazhi ooodan paray ipozhe	Negative 
 Urumi   scene repeat  mode    on	not-malayalam 
 Ithe kandirikkum enn ullvar like itte pokko 🤨	Positive 
 Njan laletten fananu ...  pakshe trailer kandu romam enittu nikkinnu	Positive 
 Innum 5 thavana kandath njan mathramano	unknown_state 
 Mazz ikka  mazz bgm  Katta waiting  I am waiting.......	not-malayalam 
 Nala fan show kk ponavar adi like	unknown_state 
 ikka and rajuettan... uff goose bumps	Positive 
 Sound athu screenil kanam  lalettan polikkum	Positive 
 Ine lucifar  loosaavum  illenkil raaja loosakkum ntammo kidu mammookka	Positive 
 Uff Mammookka'$ entry BGM Stunning trailer	Positive 
 Sunny chechiye kannam vanna ver like adike	unknown_state 
 Adaar Love Malayalam Full Movie	not-malayalam 
 Evideyo miss aaya pole pazhaya lalettane thirichu kittiya pole..thaadi vecha pinne..payyan pwoli alle....luv u. .Lalettaa...	Positive 
 Oru superhit unda manakunnavar oru like adiche	unknown_state 
 Ini 8 mani vare...clock nooki irikkanm	unknown_state 
 Nt ikka ingalu verm ikka allatto ponnikkaya  #romanjified	Positive 
 Immathiri mass  Last aa chadi idi super Ethu polikkum  Ikka um pillareum triple  Strong aaa	Positive 
 10 M aakum ennu orappollavar adi like	unknown_state 
 Anttemoo anthayith akkee kudee oru koritharip	Positive 
 Prithividae padam nalla kaaryam but manju indallo  .. pottumennu urappu!	Mixed_feelings 
 Aa chekkan polikan ulla ella chance um kanunnund	Positive 
 Superb Laletta .....Love you lotsssss......Othiri ishtam Lalettane	Positive 
 Ithinokke dislike adichavanmare okk adichu kollanamm ettan uyirr	Negative 
 Ikka poliyhanu ithreyum prayathil inghanew okke nikkunillew ikka vere level annu poli ahh ikka	Positive 
 100K LIKES WITHIN 2 HOURS  GAME CHANGER MOVIE OF MOLLYWOOD	not-malayalam 
 Ayippan poli an muthe ni an muthe hero ayappan fans like	Positive 
 Maamangam trailer kanditt vannavar like adi	unknown_state 
 Odi vidyakal kannan kathu nilkukyanu laletta	Positive 
 Potta padam 2million views polum illatha ee oola padam potti paaleesavum.  Antony perumbaavoor kuthuvaala Edukentiverum. {not an ikka fan}	Negative 
 Ente anna oru rakshaym ella.... Adipwoli	Positive 
 Bgm .. repeat mode .. njan maathram aano?	Positive 
 Ithilum mikacha trailer swapnangalil mathram	Positive 
 17k view 100k like 10k dislike.....ithengane......🤣	unknown_state 
 Mass odiyan Mass kollamass kattaa waiting kidilam	Positive 
 Katta katta katta katta waiting....cant wait man	Positive 
 Daivam oroon kond varum... Ennit pottipoliyum... Verute collection kittan vendiii advertisement🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣	Negative 
 Mar 28  katta waiting         'L'	not-malayalam 
 Mammookka fans like adikk pattumenkil ente channel subscribe cheyyuka	unknown_state 
 innale night 189k like undayirunnu. today 129k entha ithu	unknown_state 
 Raja sollath polle umbum sollathu mattam umbum #ONE AND ONLY KING#L	not-malayalam 
 Anthamaaya thaara aaradana aaswadana nilavara thakarchayude soochanayanu. Cinemaye swathanthravum kalaaparavumayi veekshikunna oru yuva janathayeyanu malayala cinemak aavashyam	Negative 
 Entho ishtam aanu ellarkum ee Ittimaniye	Positive 
 ikkaa polichu.. big b mood poli bgm	Positive 
 Machane pwolii item inka pwolikkum.   Thakarkkum	Positive 
 Kiduvo kidu.... .. onnum parayan illaa ...	Positive 
 Padma innaanu kande	Negative 
 Ethippoo കൂതറയിലെ   mohanlalinte make over aayinda...	Mixed_feelings 
 Laletta adich policho laletta Nigaloru muthaan ie padam Vijayikom nokiko apo	Positive 
 Kgf kaanada	unknown_state 
 6.4k dislike ... Ijjathii rodhanam annaloo ....	Negative 
 Powlichu	Positive 
 LuCIfeR        polichu poli	Positive 
 here leonardo dicarpio in thalai viduthalai song	not-malayalam 
 Hoping for a good movie after anuragakarikin vellam	not-malayalam 
 Soubinum Suraj ettanum polichuuuu padam poliiiii  oru family ayittum kannan pattiya nalla padaaammm	Positive 
 E... Nanjankottayil aarudeyumkanneroppan vannavanalla njan... Ennal karayikunnavanteyokkry Tala njan adichupolikum...   Kidu kidu kidu mass punch dialouge....	Positive 
 Viewers 16k like 85k ithengane 🤔	unknown_state 
 Raja 100 cr urappullavar adi like	unknown_state 
 Mammokka Ennum oru lahariyaanu.Annum Ennum athbudappeduttiyittey ullu. Padam oru vambhan hittakum..minimum 250cr  kadakkum..lookam vaaythum mammotty enna	Positive 
 Acting ഒരു രക്ഷയും illa.... baki illathoke pinne	Positive 
 Ivide Palakkad Jayettan Fans club nnu ashamsakal!!! Adichal romam ennikum athaanu Thrissur pooram	Positive 
 പടം പൊളിക്കും HBD mammokka       By Die hard ettan fan	Positive 
 Releaseinu 1 week munne ithu onnum koodi kanan vannavar undo?	unknown_state 
 Usha udup paadiya lucifer anthem ethanu? Padathil kandilallo.. Arkenkilum ariyo..?	unknown_state 
 Mobile phonil kadapoolee ekkane ??appole theateril anakilo	Mixed_feelings 
 Edayk edayk views nokan varunath njan mathram aano🤔	unknown_state 
 Onnum parayan illa laletta u trigger again ...	Positive 
 Dae Ajithaaa copy adikathada Mohan Lal	Negative 
 Kfc chicken vekkaan kayariyappol	unknown_state 
 oru moideenum  katinintavila odiyan vendi	unknown_state 
 Gilla plus loham plus ramaleelaa...naariya kopi adiii	Negative 
 Dear Mammookka	Positive 
 Onnil kuduthal kanda trailer ambooo powli....	Positive 
 HAPPY BIRTHDAY MAMMOOKA BY ETAN FAN	not-malayalam 
 Ramesh pisharadi aanu director ennu kettapo valippu padam aakumennu karuthi..trailer kandapo mosamakilla ennoru prithisha vannu..	Mixed_feelings 
 Official trailer release aakunnathinu mumbe dislike adikkan kure mammunni fans oolakal..	Negative 
 Watching again and again and again and again  for mammookkaa	not-malayalam 
 By the by  Prithviraj &suraj ??	not-malayalam 
 As a mammokka fan trailer kidukki padam nalla oru vijayamayi theeratte	Positive 
 Youtube hang avan ready ayiko L	Positive 
 ippo mansilai e padam 8 nilayil pottum	Negative 
 FDFS book cheyyum ennu urappullavar ivde likikkoo	unknown_state 
 Oohh my Godddd	not-malayalam 
