text	category
 Sivakumar aala baathika paatu irrupan pola Akshay Kumar	Mixed_feelings 
 1 hr la 400 k+ like	Positive 
 Thalaivaa aaa sema masss energetic performance	Positive 
 I like ajith sir but i hate advocate	Mixed_feelings 
 801k likes athuvum remake movie ku Mass	Positive 
 Thala ellaa dialogkum sema mass ah iruku	Positive 
 kadaisila sonna oru vaarthaiku ajith pera vechu sildrathanam pandra ella naaikum serupadi maari iruku	Negative 
 Oct 4 kku wait pandranvanga mattum like podunga	Positive 
 Semma BGm ippa....G.V u r great	Positive 
 Trailer pakka vanthaanga ellaam like podunga	Positive 
 Ithu oru double action movie	unknown_state 
 Sirappo sirappu mass's daaaaaaaaa thalaivarayum avar attaththaiyum pakkaththan poringa	Positive 
 Seems to b like PINK movie....	Positive 
 Viswasam trailer needs just 20k likes to reach 1.4m likes milestone	Positive 
 Sk fans like here to block buster hit	Positive 
 Appada engge thalapathy padam vara varaikkum thala padathe pakke vendiyathu tha	Positive 
 Intha kelattu naaya inthamari pathu rombha naalachu. Nalaarkuda trailer.	Mixed_feelings 
 Thala fans ungalala oru mairukkum pidunga mudiyathuu	Negative 
 Rajani fans from Karnataka We want this rajani old style	Positive 
 Thalai trailer athigama partha ullangaluku  congrats	Positive 
 Always thala # thala always #	Positive 
 Hey, Dislike pannavellaam apdiye odi poidu.. Kola kaandula iruken..	Negative 
 #1 on trending in sri lanka... nee vaa thala...	Positive 
 vjs nna dialogueaa venam andha oru sirrippu andha getha oru sirippu  merattita brother	Positive 
 How many of you seen teejay.hit like if you like tee jay	Positive 
 enna daa innum trending laa varalaaabut more than 10M views	Mixed_feelings 
 Dho vandhuduchula aduttha mugamoodi..   lol	Positive 
 Adei 97K views 107K likesa da	Mixed_feelings 
 Young man johnny patha Mari iruku	Positive 
 Last 4 secs Thalaivar walk semma 90s Rajini..	Positive 
 thalaivar  20 vayasu payan maariye irukaru so hansome	Positive 
 Last dialogue sema I am a Vijay fan fans kaga sonna Mary iruku sema thala	Positive 
 RoBo 2.O looking like a Hollywood Movie Thalaiva and Akshay Kumar Fans like here	Positive 
 That malay dialogue was amazing chiyaan sir ( u kena tunggu lebih lama lagi...)	Positive 
 YAN da Grandfather ku vara Vallaya illa ya Poi kovil vasal Poi iruga sollu	Negative 
 Telugu movie Sri mahalakshmi remake .	Negative 
 Na padippa vachu viyabaram pandravan ila..padikiravana vachu viyabaram pandravan	Positive 
 Next Super star    - Vijay Fan	Positive 
 2million likes fans ready  fans	Positive 
 Siva anna semma bathil adi. Congratulations	Mixed_feelings 
 Ayyo pavam 1million like kuda varala aamayans etha vetchu muttu kodupan	Negative 
 chinta mani kola case  Remake	Negative 
 Oru vela PowerPaandi 2 vaa irukumoo🤔🤔  Trailer mass pannitaanga...  Petta vs Viswaasam	Positive 
 Thalaivar Mass Speech Mavana Kola Kandu la Eruka Kolama Vitamata .......	Positive 
 Akshay kumarukku motta Rajendiran dubbing pesirukkaru pola.	Positive 
 Vijay sethupathi is always mass.... Avaru kaha vena poi pakalam.... Makkal selvan vijay sethupathi	Positive 
 Remake movie trailer key.700 k likes therikuthu ....Thala mass Da....	Positive 
 Arjun Sarja ,All so Indian Assets	Mixed_feelings 
 Thalaivaaa Sure BB 🤩 Eduthu vainga da national award ah	Positive 
 Ennada action scenelaam vachirukeenga? Thala fan enakke porukala da	Positive 
 Edho solla varaan paa Namma ooruku... Ana ennanu dha therila..	Positive 
 PINK & NKP fans kits like	Positive 
 Oruthar mela viswasam katrathukaga inoruthara yen asingapaduthareenga ##Semma	Positive 
 Super duper mega blockbuster. Rajini  & Shankar  rocking. Next Baahubali of Indian cinema.	Positive 
 You kena tunggu lebih lama lagi, untuk tahu saya. Perfect pronunciation  Loves from Malaysia	Positive 
 Thalaiva and makkal selvan combo...waiting daaaaaa..... from vizagggg....	Positive 
 Ungalukku jio phone tricks eppadi pannurathu ? Thriyanuma appadina ennoda channel lai subecribe pannuga naanum thala fan	Positive 
 1:10 Note : Engineering padicha velai ila	Negative 
 Intha fan na neenga like podunga   Antha fan na neenga like podunga...nu solravangala nerupula podanumnu solravanga like pannunga	Positive 
 Pink ku compare panne idhu oru mokka	Positive 
 paaka dha pora intha kaali oda aatadha	Positive 
 Mass  asai teejay fans like here	Positive 
 Yar yaaru ipaa comment section laa irukengaa	Positive 
 Kadaisiyaaa edho sonnaaru.. Adhaaan puriyalai...  Puriyaadhavanga like..	Mixed_feelings 
 Thala mass.innum neraya neraya dilouge mass....	Positive 
 Going to beat bahubali..fr shankar sir.....tamizhanda	not-Tamil 
 Onum purilla...thalaikaha like and cmnt podan	Positive 
 I am karthik fan marana waiting for kaithi	Mixed_feelings 
 Kis kis ne 🤖2point 0#trailer ko dekha ha !!	not-Tamil 
 HIGHEST KOLLYWOOD FILM TRAILER  1ST VISWASAM 1.3M LIKES 2ND NERKONDA PAARVAI 721K LIKES	Positive 
 Thala Yuvan combo  enrale Padam super hit dhan	Positive 
 Blockbuster movie I love Rajini sir	Positive 
 2:00 vaseekaran turns into akshay kumar	Positive 
 39 views 8.1k likes 93 dislike....🤣	Positive 
 Karthik subburaj MASS katta poringa pola	Positive 
 Aiyoo Movie release date sollunga pa  Veri eruthu  Yaarachu movie rls date sollunga	Positive 
 Release kulla 14 million views avadhu thaanduma THALA bloods	Positive 
 chiyaan rasiganda sema block buster movie	Positive 
 2nd comment!!! Kumaru kokki kumaru vaaa talaivaaaa	Positive 
 Kola maas katta waiting kerala people.  makkal selva love you baby	Positive 
 Music is damn good sir ...	Positive 
 Viswasam trailer pathuttu ithu vanthu dislike pottavanga like are...	unknown_state 
 Dislike pandrathukuney oru kumbal katharitu varum varatum varatum yengaluku views athigam agum	Mixed_feelings 
 chiyaan Vikram is Versatile king in Indian cinema	Positive 
 30k dai next unga teaser varum sethinga da	Positive 
 Maranaaaaaa mass trailer. Thalaivar always rocks	Positive 
 Mass marana mass dhanush Anna love you	Positive 
 VIJAy sethu pathi yoda thivara fan na avarkruka tha padam papen	Positive 
 Ella padathaiyum thookki sapdu thalaiva.. indha time sakkara pongal namakuthaan	Positive 
 Vera Level Sirappana Sambavam Erukku Pongaluku!!!!	Positive 
 need combination of thala mohanlal or pavan kalyan	Mixed_feelings 
 Dhanush paiyanukkaga poradra padama irukkum nu nenaikran	Positive 
 Naan vandhate solle tirungu vandhate yenne	Positive 
 Telugu Pawan Kalyan Fans All the best Rajini sir	Positive 
 Same story same sandaa ..karrr thuuu	Negative 
 Thalapathy  fan ah slren Kandippa Bigil padathuku Competition ah irukkum	Negative 
 Trailer aa vida bgm vera level	Positive 
 Last dialogue kettuttu poi thooku Matti thongungada🤨	Positive 
 Lol bigil trailer inum release agula...athukula kaithi n bigil compare panitu irukanga...	Positive 
 #Namba thala ajith smoke panni paathirikkuringla ..... Thala maari nalla manasu endha actor Ku varum??? NEVER ....EVER...GIVE..UP...	Positive 
 2.0   TOH    ZERO  WHO WILL WIN?	Mixed_feelings 
 Bgm Gv  Dhanush sir amazing perfomance, vetri sir movie nnaaa summaavaaa	Positive 
 Padam vetripera Thalapathy rasigargal saarbil valthukal	Positive 
 Bgm summa therikuthu..Thala dialog delivery vera level..mass ..u1 fans oru like pottutu paarunga.m	Positive 
 Hit like if u see our old Kanmadam movie Manju is back	Positive 
 Thala is rocking by Surya Anna fan	Positive 
 All you dislikes person's last dialog for you mad people's	Mixed_feelings 
 Rajni sir +akki =storm blockbuster movie	Negative 
 Mass mass mass mass mass mass mass mass mass mass mass mass Masss Marana mass THALAIVER...... MASS	Positive 
 I am waiting waiting waiting	Positive 
 H vinoth mass  1.sathuranga vettai 2.theeran  3.narkonda paarvai	Positive 
 Maranam MA iruku, Sekrama movie release date Sllu ga, Marana waiting ah iruku	Positive 
 wowwwwww what a style ya ......	Positive 
 More than 50 times pathuten .....Thala pakka pakka veri erudhu ..love u Thala	Positive 
 Vijay sethupathi a adhigama kaatave illa🤔	Negative 
 Vadachennai left la poirum polaye. Vetri nailed it	Positive 
 Vijay Sethupathya Pidichavan Like ah thatuu	unknown_state 
 Ne vaa thalaivaa nanga irukom la	Positive 
 5 m Super 10 millon varathukku help pannunga pleas	Positive 
 Kaithi Deepavali realise I am waiting	Negative 
 Vera Vera level da version 2.0	Positive 
 751k likes reached aairuku pangalingala adichi thookalamaa	Positive 
 In Hindi pink movie Amita banchan ,n tapseee  In Tamil nerkonda paarvai ajit Kumar,shradda srinath. Semma	Positive 
 Petta pongalukku sey um vasul Vetta	Positive 
 Asuran movie ku oscar award varum nu solluravanga like pannunga friends	Positive 
 Mo oooooo kkkkk aaaaaa.      Daaaaa	Negative 
 Kabali....kaalaa ... madhri.... parapaiyan padama irundha.....Padam odadhu....be careful....	Negative 
 Trailer vera level bgm adukum mela karthi acting ultimate	Negative 
 Mankatha, Billa type la thala oru movie  pannanum	Positive 
 Comment section ool mari erukunu soldravanga like this    Watha... Like vechinu ena daw sathika poringa	Negative 
 Dissapointed...saamy 2 trailer is better!!!!vikram mass.....	Negative 
 1:36 pahhh... Vere level! Repeat panni paathaven ellam like pode! #thaledaa! #thale	Positive 
 That guy:Ippa namma enna panna porom?? Thalaivar:Sweet saapida porom... Vera level...	Positive 
 2019 La super social Message Thala Vera level sir nenga I love U  Thala  sir	Positive 
 Sorry to say  Action king Arjun sir kaagaa movie pakka poren	Positive 
 Superb.. thala mass... i am waiting...	Positive 
 Thalaya jeika innoruthan poranthu varanum da ... verithanathin utchakattam da...	Mixed_feelings 
 intha padam flop aaganum ironman fans hit like here	unknown_state 
 Thala veriyan mass fans like here	Positive 
 naanum thala rasikan thaan aana intha padam sema mokkaiyathaan irukkum naan intha padaa thha paaka theatrekke pogamatten mokkaiya irukkum;#&#*'&#(#&@	Negative 
 edhu speed la pathalum semma aa thaa iruku!! :DD;;	Positive 
 Indha trailerkagave 150 kudukalaamya, 20 vaatiku mela paathuten, Thalaiva Karthik Subburaju enga Super Stara getha kaatirukaya	Positive 
 Awards ellam eduthu veinkada thukitu poga Asuran team varuthu	Positive 
 Thalaaaaa sema i love u thalaaaaaa	Positive 
 Thala Vera joner la irukar super	Positive 
 Ok type. Not a Rajani mark trailer	Mixed_feelings 
 dia kena tunggu lama lagi untuk tahu saya....hahaha (malay dialogue by chiyaan)	Positive 
 1 million likes varum nu solravanga like panunga	Positive 
 Breaked sarkar views in 5 hrs	Positive 
 Kajal  Fans Subscribe	Positive 
 Sarkar kitta kooda nerunga mudiyala just 10million views	Positive 
 Yaruda avanunga vanthu Cinna pulla thanama dislike pannittu irukkaranunga	Positive 
 Trailer vanthu evaluvu neram aguthu  Enga trendingla canom	Positive 
 Agnyaathavasi bgm enduku ra deentlo dinchavu???	not-Tamil 
 Ithu yaroda story nu first eh clarify panidunga Padam release agum podhu yaru story nu adichikadhinga	Mixed_feelings 
 your voice  kambiramma irukku sema super thala	Positive 
 Thala super na  like  panuga	Positive 
 Thalaaaaaaaaa love u sirr frm andhra pradesh	Positive 
 Asuran verithanamkaadu eruntha eduthukuvanga ..kasu eruntha pudikiruvanga ...ana padipa maittum namba kitta eduthukavae mudiyathu ....	Positive 
 Bigil vs Nerkonda parvai...nane answer sollidran,Ans:Bigil.	Mixed_feelings 
 Enaku kalakalappu film dialogue nyabagam thaan varudhu -Idhala nambra madhiri anga iruku	Mixed_feelings 
 Ammma deee yyyo bgm vara Laval	Positive 
 Trailer mairu maari iruku, but padam semmaya irukum nu namburan	Mixed_feelings 
 1st day 1 show booked	Positive 
 ithu tamil nadu ella ithu enga thala nadu	Positive 
 Gonna be 90's kid movie. Thalaivaaaaaaa vera level thalaivaaaa	Mixed_feelings 
 Mass katradhuna epdi venalum katalam da.....	Positive 
 Last 2:20 Siva karthikeyen nnu nenache	unknown_state 
 Nkp +visvasam =asuran music... sariyaana mokka avlo worth illa trailer	Negative 
 (0:20 - 0:25) goosebumps vandha like podu	unknown_state 
 Bat man 2.0	Negative 
 Kosu adikara machine... padam pathavangaluku mattun than puriyum	unknown_state 
 Sathyama ivlo nalla irukum nu ninaikala...	Positive 
 Ivan munjikyu 2 heroins kevalo panipaye	Negative 
 Never ever seen vfx like this	Mixed_feelings 
 90's kid sakthiman fans ....hit like ....	Positive 
 Dai evan dislike potalum ellarukum pudicha trailor adu marathu da manga madainungala.... NKP AWESOME...	Positive 
 enga ajith munnadi evan oru mairum pudunga mudiatha	Mixed_feelings 
 1.55 watching again and again   Kolakandula erukan kolama vidamatan	Negative 
 Yarukkelam dhanush Anna movie pudichirukko avunga like pannunga	Positive 
 Make 1M likes as soon as possible	Positive 
 Vithule soru ilena paravale.pilenge school padikathiyum paravale..ana..actor pi 2 manggu vangi tinnulenah pundengeleke thukomo savo varathu phuikkk	Mixed_feelings 
 Dai indha rajini ah dhaan da pala varshama naanga kekrom	Positive 
 Diwali ku vidu nga.. Bigil ku sangu	unknown_state 
 U1 bgm theri mass. Bgmukahavay movie paakkanum	Positive 
 Court scene theater summa adhira pogudhu  Thalaaaaaaaa	Positive 
 Vikram Sir You are Rockstar	Positive 
 Kiya yeh movie Hindi me hai ?	not-Tamil 
 Kaithi jeyil layae irrukirathu nallathu .... BIGIL on the way .....	Negative 
 Pink remake but ajit is good	Positive 
 Not  realistic  but  entertain  side  nokumpol  kollaam	Mixed_feelings 
 Ean ya unaku intha vendatha velai	Mixed_feelings 
 Warning to another movie: sentiment irundhaa oodi poiru kola gandu la irukken kollaama vidamaaten	Positive 
 Oruthar mela viswasam kaatradhukaga..yn inoruthara kevala paduthuringa	Positive 
 Pakka Mass daa. Die Hard fans from Telugu. Superb Abba..	Positive 
 Looks like remake of Pink movie..	Positive 
 U1 kola mass bgm. Verithanam pannitinga ponga	Positive 
 Pakkka masss #2.0 Vera level #தலைவா 🤘🤘🤘🤘	Mixed_feelings 
 speech less for Vikram....hayyy dilll pe lag gya vikram ka....lookkkk....vikram....love from surat gujrat....	not-Tamil 
 By wo CT,    v  very   vy	unknown_state 
 శివకార్తికేయన్ ఫ్యాన్స్ ఆంద్ర నుండి ఒక like వెసుకోండి....super trailer... Blockbuster movie...	Mixed_feelings 
 Thala fansna sumava Sema union PA..... Pullarikuthu	Positive 
 I from Karnataka m Vikrams fan	Positive 
 Vera level rajini is the mass	Positive 
 Panday nee la Enga Thala ku opposite ah Otha poturuvom	Positive 
 Ule poyi pani noku  Thalapaty 63 teaser varattu  marana milin viwers irukku from kerala	Positive 
 Enga thalaivanna summava  Ippo paruda indha Kaali oda aatatha  Kaala mudinchu Kaali ya vandhirukaruda	Positive 
 virtual reality la uta naangalum veetlayey 3d la papom la !!!!!!!!	Negative 
 appada... kitta thatta 4,5 varusama oruthan kitta maatikittu saavadichaaru... ipothan konjam vithiyasama rasikira mathiri iruku... keep it up thala...	Positive 
 Ajith Kumar Pera Theatre Pakkka Marana  Waiting Thala Bloods	Positive 
 Thala ne va thala vera levala thala	Positive 
 Endha timele yar yar trailer pathuttu erukinge	Positive 
 0.36 aboorva ragangal love u thalaiva (THALAPATHY FAN)	Positive 
 1M like Varum nu Solluravangaa Mattum Like poduga...	Positive 
 Sivakarthikyen fans like here from andhra	Positive 
 Ippo yarlam vanthu teaser pathinga  avangalam oru like podunga ........	Positive 
 Awsome guru..  I love u thalava..	Positive 
 Marana waiting for NKP.....   Lub u thalaaaaaaaaaaaa	Positive 
 Padan ellam nalla than irikkr but bigiloda poatti podradhudhan neenga aeira periiiiiya thappu ..	Positive 
 Super amazing karthi ji we are waiting for karthi by thala Ajith fans club karaikudi	Positive 
 Next Kaappaan pola  dei eppa swamy poothum da unga vivasayam advise, athu thaan daily seeman solldrare	Negative 
 Antha Abhirami trailer kooda mental maathiri thaan behave panathu	Negative 
 Neraya neraya neraya neraya...  Goosebumps moment...  Wow	Positive 
 1:06 Dheena fans hit like	Positive 
 Trailer mokka ya iruku Krish trailer pakkura Mari iruku	Positive 
 Soori irukar padam confirm flop dhan	Negative 
 classana movie than ithu aana ajith kumar apdingra name nala mass aaga poguthu	Positive 
 Vera level theater le terika podhu...,🤘	Positive 
 trailer paakamaye like potavanga ..??? hit like	Positive 
 Last shot la semma mass erukapla Thala,Low angle la semma Gethu....	Positive 
 love u thala evalavu alagu da thala	Positive 
 Pandey mass ajith sir pakka mass	Mixed_feelings 
 Sirapana Tharamana Sambhavam by Karthik Subburaj	Positive 
 Indha karumatha dha raathiri Poora ottitu irundhiya moment	Negative 
 Cell phone ah kaanoomaaaa appoooo Siva Kumar ah thaan keatkanum ..oorela Iruka yellaa phoneayum veri thanama veattayaadraan yaaa🤣	Positive 
 2.3k dislikes maaha maanadu grps pola	Positive 
 Marana mass. I am wach for marana  waitting	Positive 
 Cell phone towernala seththu pora sittu kuruvi manitharkalai Pali vankum Kathai	Negative 
 Speed up guys Likes ah therikka vidunga	Positive 
 Super Ajit Kumar sir from Andhra Pradesh fans	Positive 
 yaaru athu music director bgm vera level ya yov	Positive 
 11 M views innum etattum thalaivaaaa	unknown_state 
 Manusanuku thala mukkium athupola filmindustryku AK very very important	Positive 
 Rajinii sirrr we loveeee you alottt #HYDERABAD#TELANGANA#TAMIL AJITH FAN...	Positive 
 Atleast 1 million views likes varavikaa thala fans support pannukaa	Positive 
 VERA LEVEL SIR THALAAAA ANS BEST WISHES FROM THALAPATHY FANS	Positive 
 Karthik fans from kerala,,like adikk makkale	unknown_state 
 Thalaivar asuran ah vanthurukaru...Last la bgm vera levell	Positive 
 Thala siva combo la innoru mass padam pannunga	Positive 
 Music Verithanam nu Solravanga Oru Like ah podunga	Positive 
 Oruthavanga mela Visvasam katurathukaka innoruthara yen asinga paduthuringa ..bhuhahhaha mass finishing thala dappu takkaru   doiiii	Mixed_feelings 
 At 1.39 u1 king of bgm	Positive 
 neraya neraya neraya neraya neraya neraya.	Positive 
 Manasa badhicha Padam...Dhanush,vetri Maran,GV ...Vera level	Positive 
 Nallave illa Itha poi thala mass ,,kola mass nu soltringa	Positive 
 Kola kaandula iruken mavane kollama vidamaten sema dialogue	Positive 
 నాకిష్టమైన తమిళ హీరో విజయ్ సేతుపతి సార్ ఫ్యాన్ ఆఫ్ తమిళ్ మూవీ	not-Tamil 
 82k views  102k likes  Super 🤩🤩🤩🤩🤩	Mixed_feelings 
 Ithu ajith padama irukathu  but ajith sema super padama irukum nenaikuren	Positive 
 Ayya director Siva Konjam Pathu panunga	unknown_state 
 Dai eppa enna da ithu. Semma da dai.....	Positive 
 RAJINI SIR ......🧡 WAITING FROM KERALA.......	Positive 
 Ye movie hindi me kb aayegi	not-Tamil 
 Yean 720p la patha kuda... Clarity eh ilama iruku... Phone la prblm ah ila...  Pixel eh ipadi thanaa🤔🤔🤔	Negative 
 malayalikal ara ullath hit like adiche full fans like	not-Tamil 
 Pakka rajini film      Like if you agree	unknown_state 
 A S U R A N	Positive 
 Padipai mattrumdan evanaliyum eduthukola mudiyad Nalla vasanam ,asuran aalapogiran all the best for the teem	Positive 
 Rajini mass and Shankar veral level	Positive 
 0:39 to 0:47 BGM looks like padayappa BGM...	Positive 
 waiting for kalyani priyadharsan's kollywood entry  :)	Positive 
 Paaa mass Makkalselvan...Epudi ungala pakkaa thn asapadrom	Positive 
 Semmmaaa mass thalaaaa lveee uuu always	Positive 
 Thaaa...Teaser na itha da teaseru vera leveluu	Positive 
 Mount Hermon  Darjeeling ...  superstar Rajni	Positive 
 734 k likes reached aairuku	Positive 
 Pppaaaaa thala back to citizen Vibez	Positive 
 Vijay Sethupathi fans Marana Waiting Petta	Positive 
 Yaruku kgf climax bgm mari irukku	Negative 
 Karthik subburaj fans, hit the like button. Rajini mass	Positive 
 Sagaratha erunthalum sanda pottu saganum sir.... Bayanthu kaal la vilunthu saga kudathu.. Kola mass Karthi veralevel	Negative 
 Inga FL trailer teaser nu vittutu irukanuga anga enna da onnayum kaano dei Siva nee enga da iruka	unknown_state 
 Declining Thala  #From Pa Ranjith fans #Karnataka	Positive 
 All d best from #DBOSS darshan fanszz #KARNATAKA	Positive 
 thala marana mass sai blsing always you..super thala	Positive 
 Intha vayasu namalam irupoma ila iruntha enthirchu nadapoma  Vera level stamina korayave ila	Positive 
 Only one star super star rajini star	Positive 
 Padathula vfx irruka?? - padamey Vfx ah irrukuda	Positive 
 Thalaivaaaaaaaaaaaaaaaaa sooooooper love you Thalaivaaaaaaaaaaaaaaaaa petta Parak	Positive 
 Innu neraya neraya neraya flop kuduuuuu	Positive 
 Nerya Nerya Nerya Nerya Nerya THALA Mass.....	Mixed_feelings 
 Watha asuran dialogue ah copy adicchitaanga doi	Negative 
 Wow... trending katirchu...late ah vanthalum latest ah varuvom atha enga thalaivar 🤘🤘🤘 #PettaParaaak	Positive 
 Like more comment more share more	Positive 
 Adei, padatha innaikke release pannungada, illena kola gaandu ahiduvom	Positive 
 Marana maasssssss thalivaaa Nee vaa thaliva	Positive 
 Neriya neriya neriya vaati patha thalaikaga	Mixed_feelings 
 Makkal Selvan Vijay Sethupathi Anna....superrrr  Sethupathi Anna fans Allam like podhuga paapom🤘🤘	Positive 
 Sema thalaiva epudi pakanum nu romba naal asai mass thalaiva	Positive 
 Ajith sir our attitude is marvellous...Jai ho thalaaaaaaa	Positive 
 Saappittu michcham vachcha pongal paana maathiri mandaya vachchirukkura Rajini pongalukku padam release pannuraan.	Negative 
 Endha record aa break pannunga da paapom thala da	Positive 
 Thalaivaaa  sema sema ...tharamana sambavam awaits... Adichu underwear oda oadavittruven...	Positive 
 Ippidi nariya nariya nariya superb dialogue	Positive 
 Ayiooooooo vera vera vera vera mathiri	Positive 
 Vijay sethupathi fans hit like	unknown_state 
 Adhuvum aadithya varmavum serndhu release aagi rendum sema hit aana tharmaara irukkum	Positive 
 Wow wow wow Thala sema	Positive 
 Super star fans hit like  waiting	Negative 
 Vayasu analum un alagum un stylum innum pola,  thalaivar	Positive 
 GET RAJINIFIED .... WAIT AND WATCH .....	Positive 
 vaseegaran dhaan villain ah... yennadaa twist	Negative 
 Yabba dei vinoth enga dhala ya vechi seirathula  nee cheeta vaye minjiruva daw 🤣🤣🤣🤣	Positive 
 Petta superstarKu nanum fandhan but nan vijay anna fan	Positive 
 Thala Ajithku 3rd Filmfare award eduthu vainga Da...	Positive 
 Petta 2 I am waiting	unknown_state 
 Semma semma semma semma semma semma no words vera level	Negative 
 50 times Mela patha bro elam like podu	Positive 
 Intha age la ipudi act panna mudiuma omg	Negative 
 vera level irukum nenaikira trailer vera level ajith sir your rock	Positive 
 oruthar meethu kaatra visuvasathukaha mathavangala en asinga paduthuringa       sema thala	Mixed_feelings 
 Nice I'm vijay fan also fan pink move	Positive 
 Bro yedhuku thale keduthukiringo yendha movie nallairukumo adhu blockbuster hit agapodhu	Positive 
 Enga veedla 5 perukku ticket book panniyachi.... Marupadiyum viswasam moments	Positive 
 Viswasam trailer pathutu varangalemma like potu po	unknown_state 
 yeevanikuachu  pula kutti erudhal oodi poyidu.  mavane kola gantile erukken kollame vida matten.......	Negative 
 December 20....naan starwars pooren.... Hero vum	Positive 
 Movie Vara level dhanush Anna masss	Positive 
 You Kena Tunggu lebih lama lagi.. untuk tahu saya... Hahahaha.. Last punch in Malay... Wow	not-Tamil 
 Ebhhha deiii enna da verithanam ah irruku trailer	Positive 
 Yow pandey nee enaya inga anga poi kuda kelvi thana ya ketkura	Positive 
 Taramana thala...athuvom ennaku pudicha mathiri thala salt and pepper...yuvan bgm mass	Positive 
 DEivame , how many politics drama dah dei?	Negative 
 Yov Ena Trailer ahh .....  Marana Mass ah iruku   Karthi ... Next Level	Positive 
 Antha 11K dislikes...adichu underwearude odi vittiduven....	Negative 
 Paahhhhhhhhhhhhhh. Semmaaaaaaa . Superrrrrrrrrrr wat aaaa graphicssssssssss	Positive 
 Kadasi dialogue kettathukku appuramum Neenga Dislike press panniruntha...maara vendiathu naanga Illa neenga!	Positive 
 Anybody felt like Vikrams look resembling Captain Ajith Vadakayil??	Negative 
 Ena da viswasam bgm mariyae iruku	Negative 
 Oruthar Mela irukura Viswasathuku innoruthavangala en asinga paduthureenga nan thala fan but yaraiyum thalthi Pesa maten	Mixed_feelings 
 Yaarlam Ajith sir a thavara Vera yaaralayum indha role la panna mudiyadhu nu ninaikkireenga	Positive 
 Excellent trailer    super	Positive 
 Thalaivar Vera lvl .... thalaivar eppavume Vera level MASSUUU dhanda.....indha pongal therikka vudrom.....	Negative 
 Oruthar mela neenga viswasam katurathukaga inoruthara yen asinga padithuringa	Positive 
 Diwali rase   kaithi win   bigil failure	Negative 
 Suyama sindhika therinjavan super hero Siva Anna mass dialogue🥰🤩	Positive 
 Really Happy to See Rajini Sir like this..and Vijay Sethupathi Evvalo kastapattu munneri ippa indha stage ku vandhurukaru..	Positive 
 Kaithi vera level movie    Ethu semaya eruku   Ana   Namma Anil movie Enna akapoguthu nu theriyala ya	Negative 
 Color grading superb ruben bro vera level	Mixed_feelings 
 Only One The Super One Thalaivaaaaaaaaaaaa	Positive 
 Shruthi Haasan poojai  vaaaasuuuu Now Akshara vasuuuu	Positive 
 Visvasm 1.4 milaan like nkp.. 811k like.	Positive 
 Vera level thala.. Imputtu azhaga irukiyee thala	Positive 
 Otha Semma happy daa 🤘 Oru payyen kitte nerunga mudiyadhu Otha haters vaai mudidum	Negative 
 Pakkkkka marana massss 2019 blockbuster Hit & No.1 collection movie petta	Positive 
 Yethana thadava paathalum salikalaye, yena charisma ya intha aaaluku, thalaivar intha vayasulayum ground la ninu adikararu..  Paaah...	Positive 
 Mokka ya erukku trailer feel happy	Mixed_feelings 
 U1 BGM Headset la Kekupothu Pul Arikuthuya	Negative 
 Thala vere lvlthala-thalapathy frvrNeraya Neraya Neraya	Positive 
 Ennada ithu viwesa Vida likes athigama irukuu	Negative 
 Thala vs pandey... Pahh marana waiting	Positive 
 Thala padathaula mattum #NerKondaParvai illa da nijathulayum thala thaan eppavumey geththa solluvrn thala veriyan nu	Positive 
 Gommaala comments box la  intha likes pichai kekuravanga tholla thaaga mudila da saamy	Negative 
 Punch dialogue perula mokka podrengale da	Negative 
 Sanda poddu saavanum  Saavalam saavalam jamaththa	Negative 
 Action king Arjun fans like here	Positive 
 AsuRaa vaa Thalaivaa..... Vaaa MaRaNaMa vaa Thalaivaa...	Positive 
 Marana Mass..  Love u Superstar..	Positive 
 Naan chinnappo velayaduna. Video game polave iruku	Mixed_feelings 
 Padipu vachi vayabaram panravn illa padikuravana vacchu viyabaram panravn semma dailogue	Positive 
 I love you Chiyaan vikram anna	Positive 
 The long wait is over. Thalaivaaaaaa! !	Negative 
 Gaming king gopi fans like here	unknown_state 
 2000 crore ki kamai hundred percent	unknown_state 
 Mankatha la start panni nerkonda parvai varaikum solt and pepper get up	Positive 
 I think kanithan story konjam varuthu anyway movie nalla vantha sari	Positive 
 Sel muruga , rangaraj pandey nee ena panitu iruka	Positive 
 Ingaiyum comment aah paakka vantha vanga hit like	Positive 
 Happy New Year  ellarum pongaluku meet panalam	unknown_state 
 Looks like remake of pink movie	Positive 
 Epdi pakkanum nu aaaa patomo.. apdi iruku.. waiting thalaivaaa	Positive 
 Telugu movie Srihari Sree Maha Lakshmi Remake	Negative 
 Indha pongaluku marana kaatu katrom vaa thalaivaaaa...	Positive 
 Vetrimaran sir Madurai (DT) Chennai (DT) ippa nellai (DT) ka	Positive 
 படு கேவலம் trailer... Ino evlo Kathuva.. Enna kathunalum padam odathu	Positive 
 Ultimate scene at 0.55 second ... agree?	Negative 
 Enna ga neenga ipadi pani vachu tinking  MARANA MASSSSS RAJNI MANIA STARTS ......	Positive 
 Chinna kolandha paakra padam naa 3d la vitruklam  Neraya collection aavathu varum	Positive 
 Oruthanavadhu trailer epudi irukunnu solranna paru...  Trailer	Negative 
 paaka thana pora indha kaali yoda aatatha!	Positive 
 Semma Marana Masss Trailer, goosebumps guaranteed	Mixed_feelings 
